tweet,polarity
"proud byulight moment: went to a people’s rally with @SVTHL 💘 we aren’t just kpop stans, we are Filipinos who stand with and for the truth! for what is right! 🌸  #LetLeniLead2022 #Lights4Leni #KPopStans4Leni  https://t.co/6nLuFfnNIq",a
YOURE SO RIGHT TUBBO !!! #LetLeniLead2022,a
"damn ariana's ig story is about kakampinks singing to her song! yes, miss ariana really said #LetLeniLead2022",a
Vice Ganda Liked Angel Locsin's post about Leni-Kiko Rally in pasig!!! AAAAAA!!! 🎀  #ViceGanda  #PasigLaban  #LetLeniLead2022  #KulayRosasAngBukas  https://t.co/kbyMZeTNeO,a
"ang saya!!! Nagreply ako sa myday nya at sinabi ko na good choice. Tapos sinabi nya dati iba ang gusto nya then ""Kaso parang patagal ng patagal nababago perspective ko at yun na choice ko lenikiko""   VP @lenirobredo  #LeniKiko2022  #LetLeniLead2022  #IpanloNa10To  #TropangAngat",a
might as well share it here na rin 🥺  #LetLeniLead2022 #PasigLaban  https://t.co/nc1l7yloKh,d
"Sa dami kong seremonyas bago mabuksan phone ko, laging dulo na lang ng chants nakukuhanan ko ng video. :'( #PasigIsPink #PasigLaban #LetLeniLead2022 #RosasAngKulayNgBukas #GobyernongTapatAngatBuhayLahat  #MarcosDuwag  https://t.co/7nwJhEsBj6",d
Taray ng mga anak ni leni na ig story no ariana grande   #LetLeniLead2022 #ArianaGrandeForLeni  https://t.co/2WOPrx6J7T,d
"Magandang umaga aking mga binibini @bini_members ✨, blooms, at Pilipinas!! Im so overwhelmed ipanalo na natin ito!!🎀🌸💗  #BINI @BINI_ph #LetLeniLead2022 #PasigIsPink  https://t.co/zymOUmonAF",a
walang bayad na maipapalit para sa taong naglakas loob gawin to sa cabinet ng nanay niya 😹 #KulayRosasAngBukas #LetLeniLead2022  https://t.co/o3aJD6MhSM,a
Attending this event was truly a remarkable experience. 💞💞  KULAY ROSAS ANG BUKAS!🌺 #LetLeniLead2022  https://t.co/tzENFDzGEa,a
First time to cast my vote for National Election and sure akong magiging worth it ang boto ko para sa Presidente. Yaayyy!! #LetLeniLead2022,a
#LetLeniLead2022 #LeniKiko2022 #KulayRosasAngBukas 🎀💗,d
Shade her on your Ballots mga bakla!!!!  Isama niyo na rin ang no.54 P3PWD Partylist ng ating Another Fairy GodMother @rowena_guanzon!  #Kakampink  #LetLeniLead2022 #KikoAngManokKo,a
Ang dami na namang inggit sa naganap na rally sa pasig hahaha 🥱!!!!!!#PasigLaban #Kakampink #LetLeniLead2022,a
5. People’s Participation;  6. Rural Development;  7. Suffrage and Electoral Reforms;  7. Welfare of Children; and  8. Women and Gender Equality.  @lenirobredo #KulayRosasAngBukas #LetLeniLead2022 #kakampinks  https://t.co/Pchn2kewd6,d
"Okay lang hindi ako crush ng crush ko, mahalaga pareho kami sa maraming bagay, lalo na ng iboboto sa Mayo. 🌸💜(pero Lord, baka naman 😉✌) #LeniKiko2022 #PasigLaban #PasigIsPink  #AngatBuhayLahat #LetLeniLead2022  https://t.co/sMBt6NYhyI",d
A'tin for Leni!💙🌸  #LetLeniLead2022  #PasigIsPink  https://t.co/U82r6Wgv70,a
“Sa Pasig hindi bawal ang drone!”  Selfie stick used: my hand  #LeniWanagSaDilim #LetLeniLead2022 #LeniKiko2022  https://t.co/Zs8URtLxhu,d
Hindi pa huli para sa pagbabago! May oras ka pa para makapag-isip. Hindi ko sinabing iboto mo si Leni. Tingnan mo ang background ng bawat kandidato at lahat sila ipagkumpara mo! #LeniKikoTeam2022  #LetLeniLead2022,a
Wow! Si taray kakampink! @officialmaryaph #LetLeniLead2022 #AngatBuhayLahat,a
I'M PROUD THAT I'M PART OF THAT CROWD😭💜 #LetLeniLead2022  #KulayRosasAngKulayNgBukas,a
na-sprain for Leni  #Kakampink  #RosasAngKulayNgBukas  #LetLeniLead2022,a
@sujshalee #LetLeniLead2022  SURE,d
Yung puso ko ay tuwang tuwa. 💖 Ipanalo na natin to!    #LetLeniLead2022  #SiLeniSiKikoSaPasigAyPanalo #PasigLaban  https://t.co/N4I1IjCVvH,a
"You have a truly infectious personality that makes positive impact on everyone around you. I really admire your dedication to what is right, it is obvious that you care for the better future! 💕 SO PROUD OF YOU, MS. PIE 💖💖💖  #LetLeniLead2022 #PasigIsPink #LeniRobredo  https://t.co/zbsTb6wOp0",a
!! 🥺💗  #LetLeniLead2022  #KulayRosasAngBukas #LeniKiko2022,d
#LetLeniLead2022  https://t.co/73CtE7Qn5E,d
🎀💗🌷 #LetLeniLead2022,d
yung dumami lalo ang bubblies and donnators dahil sa #PasigLaban kahapon 💗  #Kakampink #LetLeniLead2022,a
"Di pa ata nakaka-attend ng free concert yung mga nag sasabing free concert lang pinunta ng mga tao sa Pasig kahapon. Wala silang idea sa pinagka-iba ng number of crowds sa taong naninidigan para sa bansa, sa gusto lang makinig ng musika #PasigLaban  #LetLeniLead2022",d
Kay Leni Robrero punong-puno ng pag-asa ang puso ng mga Pilipino! 🎀❤ #LetLeniLead2022,a
Satire po ito.  #KulayRosasAngBukas  #LetLeniLead2022  #LeniKiko2022,s
@TheOlympinks @Rmcarabit Ang ganda sa mata at sarap ng pakiramdam kapayapaan. Laban lang po Tayo mga kakampink. #LetLeniLead2022  #LeniKiko2022,a
blackPINK IN YOUR AREA LETS GOO BLINKS #LeniKiko2022 #LetLeniLead2022,d
Ariana natin tuwang tuwa sa mga taga Pasig... Soon we'll be breaking free talaga while raising proudly the pink flag 🌸  #LetLeniLead2022,a
"This is how you sing our national anthem, with pride and with conviction! #LetLeniLead2022 #PasigLaban #PasigIsPink #LeniKiko2022 #AngatBuhayLahat  https://t.co/WrT7qAH6jE",a
Wait ko kung anong script na naman na binayaran si Ariana Grande para istory yung rally emz😜 #LetLeniLead2022,a
@MiaMagdalena hear! hear! makiisa na silang lahat sa team leni. show BBM what UNITY is all about. #LetLeniLead2022 #LeniKiko2022 #AngatBuhayLahat #LeniWanagSaDilim,a
Ako lang ba yung nagkaka-goosebumps pag nakikita yung crowd for Leni? 😭  #LetLeniLead2022  #KulayRosasAngBukas #LeniKiko2022,a
The power of solidarity - people’s movement! #PasigLaban #PasigIsPink #LetLeniLead2022  https://t.co/2T2Xdk1ck4,a
"I wish in one of Leni's sorties we can sing ""Di mo pa naririnig"" cause ISTG, maiiyak ako. 🤣🤣🤣 Makati please???? 🤔  #LetLeniLead2022 #GobyernongTapatAngatBuhayLahat #KulayRosasAngBukas #AbanteBabae #LeniKiko2022 #TropangAngat #LeniRobredoForPresident",a
Nothing less. #LetLeniLead2022 #RosasAngKulayNgBukas #Halalan2022 #AngatBuhayLahat,d
BTS started as idols singing about the sufferings they had to endure caused by the old generations.  PH can very much relate to that. We have a chance for a change. Vote for the right candidate and yearn for a better future for the next generations. 🌸  #LetLeniLead2022,d
The spirit 💯  #PasigIsPink #PasigLaban #IpanloNa10To #Kakampinks #LetLeniLead2022 #KulayRosasAngBukas  https://t.co/q28L9LF2RI,a
NILAGAY NI ARIANA SA STORY N'YA RALLY ABT KAY VP LENI???  OMGGGGG #KulayRosasAngBukas #LetLeniLead2022,a
We are with you in this fight Ma'am @lenirobredo. For good and accountable governance po tayo!   #LetLeniLead2022 #LeniKiko2022  #LeniKikoAllTheWay,a
HAHA TIME TO REPOST  #LeniKiko2022 #LetLeniLead2022 #PasigLaban #PasigLabanParaSaTRoPa #PasigIsPink   https://t.co/dixCOTJvIT,d
Thank you @jikcesquivel sa pagkuha ng prio kong pcs 😂   Thank you @sft_jikook for these mementos. I will forever remeber this movement kahit di ako physically there 🎀🌸💕 #PasigIsPink #LetLeniLead2022 #LeniKikoAllTheWay #IpanaloNa10To  https://t.co/OZD5LqykJ7,d
ballerina na tupa #LetLeniLead2022 (2) sorry my friend nadamay ka pa @kdyi_  https://t.co/ZQejve4nM7,d
#LetLeniLead2022 #LeniKiko2022 🎀,d
"kahapon may matanda ako nakasabay nung papunta sa grand rally tas nagtanong kasi siya sa guard kung saan yung rally, sabi niya sa kasama niya ring matanda “tara na punta na tayo sa pagbabago” 🥺❤️ #LetLeniLead2022",a
Ipanalo na natin ito! #LetLeniLead2022 #PasigIsPink #PasigLaban  https://t.co/S5czfhUpXJ,a
Still can’t get over last night for #PasigLaban . Intense!!!! Hello pala kay kuya! Ayieeee 🥰🥰🥰 Sana andito ka. Hahahah! Twitter do your thing 😂 #kakampinks #LetLeniLead2022  https://t.co/Qf89VgADM6,a
Leni ka nalang ~ 🌸  #LetLeniLead2022  #PasigLaban  https://t.co/72glmUv56N,a
"@officialmaryaph YESSSSSSS NAMAN TALAGA INAY, APAKA GANDA MO!!!!  #LetLeniLead2022 💕💕💕",a
BLINKS FOR LENI 💕🎀💗 #10RobredoForPresident #LetLeniLead2022 #AngatBuhayLahat  https://t.co/NHRF4tzO70,d
"Still can't get over sa #PasigLaban kahapon. My first time attending campaign rally, overwhelming yung crowd. Grabe yung drive nung mga tao. Hindi bayad at walang inaantay na kapalit. Kahit ako, di ko alam bat ako pumunta kahit  mag-isa at tirik ang araw. #LetLeniLead2022 💕",a
mag aaral na ren ako mag IDET ng sibuyas sa ADOBO PUTOSHOP. #letlenilead2022 #KulayRosasAngBukas #PasigLaban  https://t.co/VLEqGG8Nlw,a
kpop stans for leni 🌸🌸🌸  #LetLeniLead2022  #PasigLaban  #PasigIsPink  #PasigForLeniKiko  #AngatBuhayLahat  https://t.co/NhUS4i5Eb4,d
@PopCrave Don't make this about fanwar please Filipinos are singing the song bcs we want change we want good governance for the next election and for the next 6 years 😊💗  #LetLeniLead2022  #LeniKiko2022  #PasigIsPink,a
Bringing this back incase y'all be wanting to change the light of your eribong :&gt;  #EXO #엑소 #LetLeniLead2022 #LetLeniKikoLead2022 #KulayRosasAngBukas,a
#LetLeniLead2022  #KulayRosasAngBukas,d
Confirmed! The Diamond Star Maricel Soriano is a #kakampink!  #KulayRosasAngBukas #LetLeniLead2022  https://t.co/GJXhltbMRE,a
Don't make this about fanwar please Filipinos are singing the song bcs we want change we want good governance for the next election and for the next 6 years 😊💗  #LetLeniLead2022  #LeniKiko2022  #PasigIsPink,a
#LetLeniLead2022 🌸🌷 #PasigLaban,d
NAKAKAINGGIT NAMAN YUNG MGA NAGPUNTA SA PASIG #LetLeniLead2022 #Kakampink,a
"Young adult na po ako, dahil mage-18 na ako ngayong taon. Hindi lang aabot sa Mayo, sayang 😭   PERO PLEASE PO ILABAN NIYO NA 'TO FOR ALL OF US 😭  #LetLeniLead2022",d
"I'm not forcing you to vote for Leni tho pero kung may kandidato nang nandyan na walang bahid ng bad records, bakit pa tayo magssettle sa ulmito interview at debate hindi sumisipot.   #LeniKiko2022  #LetLeniLead2022",d
Maiiyak talaga ako kapag wala si @ColmenaresPH sa mga nanalo. Ipanalo na natin to mga kakampink.  #WeWantNeri #LeniKikoTeam2022 #LetLeniLead2022,a
NakaNgiwi nanaman mga LBM dyayn. Haha. #PayanigSaPasig #LeniKiko2022 #LetLeniLead2022  https://t.co/49AGiWiCz3,d
“One wrong choice will result in a lifetime of pain.”  Kaya pag-isipan mabuti yang desisyon nyo sa buhay kasi damay damay tayo. I don’t want to go through ANOTHER 6 years of PAIN.   #LetLeniLead2022 #LeniKiko2022,d
Amazing mga kakampink🌷🌺  #KulayRosasAngBukas  #LetLeniLead2022  https://t.co/V8MNijtZvj,a
Basta #HindiKamiBayad. 🌸💖💓#KulayRosasAngBukas #LeniRobredoForPresident  #LetLeniLead2022  #Kakampinks  https://t.co/54bovc65wo,d
So feeling ni ate makikipag away ako sa kanya sa comment section dahil doon! HAHAHAHAHAHA Jusko dumagdag lang sya sa followers ko 🤣🤣 Iyakin eh sibuyas nga lang kami #PasigLaban #LetLeniLead2022 #LeniKiko2022,d
"Ohhh @bretmanrock, we’re loving you more each day. #LetLeniLead2022 #MyPresident2022 #LeniRobredoForPresident #KakamPink 🌸💕💞  https://t.co/i69JPNcVnt",a
Pagod ko para kay Leni #Kakampink #LetLeniLead2022 #KulayRosasAngBukas #IpanloNa10To #AngatBuhayLahat  https://t.co/BqvHGniMMv,a
this is wild!!! 🌸💓 #LetLeniLead2022 #PasigIsPink,d
"Break free from this corrupt administration, break free from the Marcos thieves. PLEASE PHILIPPINES! VOTE PINK!  #LetLeniLead2022  #LeniKiko2022",a
"Alaala ko kahapon sa mismong event. So, diba ang daming tao. Everytime na may nangangailangan ng medic, magsisigaw kami ng, ""MEDIC, MEDIC, MEDIC"" hanggang sa marinig kami ng host. 💗💗💗  #PasigIsPink  #PasigIsPink  #LetLeniLead2022",d
@officialmaryaph Salamashteh!!! #10RobredoForPresident #LetLeniLead2022,d
#LetLeniLead2022 💞,d
pinost to ni Mars @arianagrande sa IG stories nya hindi #fakenews #AngatBuhayLahat #LetLeniLead2022 #LeniKiko2022 @teriahkee,a
"Ariana Grande Story sa I.G grabeeee napaka legit at hinde fake news ah ! , nakaka taba lang ng puso 🌸♥️ #PasigIsPink #Kakampink #LetLeniLead2022 #RosasAngKulayNgBukas",a
Sana all. Hahaha. Kaso kapag nalaman pa na nag-attend ako icoconvert pa ko sa BBM. Lol. No way!!! #LeniKikoAllTheWay #WeWantNeri #LetLeniLead2022,d
"Already pre-ordered 100 pcs of Pink Ribbon Bag Charms to give away sa #MAKATIndig 🌷 See you there, mga mahal! #LetLeniLead2022",a
@rapplerdotcom Proud to be one on that crowd 💗🌸🌷 #breakfree #LetLeniLead2022,a
Para sa gobyernong tapat 💗 #LetLeniLead2022,a
"Legend @cher, Pop Icon Ariana Grande, and Queen of rap @NICKIMINAJ for the Pink Movement! Leni got the Pinkprint for the HONEST AND CLEAN GOVERNANCE 🎀 The youth's voice is loud and clear. The best Man for the job is a WOMAN💗 #LetLeniLead2022 🌸",a
"after ng grand rally sa pasig, yung likod naman ng kusina gawan ng mural 😅 medyo bangag pa  (may nainggit na bata paint daw siya leni-kiko) #PasigLaban #KayLeniNaTayo #LetLeniLead2022  https://t.co/KhzHu6aKk5",a
#LetLeniLead2022 #PasigLaban #PasigIsPink #PasigForLeniKiko  https://t.co/PhnQSPKKZY,a
#LetLeniLead2022 na tupa hehehe me.  https://t.co/0XDxOI94XX,d
"@bretmanrock BRETMAAAAAAN, you bitch.❤️❤️❤️ Thank you for shouting #LetLeniLead2022 with us. THANK YOU!❤️❤️❤️",a
pati si bretman story si ma'am Leni. naiiyak ako😭 lezzgooo #LetLeniLead2022,a
Last night was so much fuuuun 😭🌺 #LeniForPresident2022 #LetLeniLead2022 #PasigLaban,a
"Wag tayo dun sa taong di kayang humarap, manligaw, sumagot ng mga tanong para sa bansa? Why settle for less? If we have leni for pres? 🌺  (c) @_mrcrjy  #LetLeniLead2022 #LeniRobredoForPresident #PasigLaban",a
Maraming salamat po sa mga kakampink na nagpa-ice cream sa mga kapwa kakampinks kahapon 🥺🌸💗 sobrang sarap!!! Lasang tapat na gobyerno!!!  #PasigLaban #PasigIsPink #PasigLabanParaSaTRoPa #PasigForLeniKiko #LeniKiko2022 #LetLeniLead2022 #GobyernongTapatAngatBuhayLahat  https://t.co/S1DgFOdUMC,a
"HINDE PA HULI ANG LAHAT, WAG NATEN SAYANGIN ANG BOTO NATEN. 💗🌸🎀 #LetLeniLead2022",a
"“True leaders show up, man up.” Go Madam Leni! Show them what you’re truly made of! #KayLeniNaTayo #10RobredoForPresident #LetLeniLead2022",a
This rally was------ sht I'm dead🤣 Speechless talaga!!! Ngayon niyo sabihin na mananalo pa rin ung bobong natakbo🙈 hahahahaha   #10RobredoForPresident  #LetLeniLead2022  #AngatBuhayLahatKayLeni,a
"Ngayon ko lang napansin 'tong sinabi ni Tatay after niya itanong name &amp; nagpaalam na uuwi na sya, na kung narinig ko, feeling ko iiyak ako😂 #IyakinForLeni  ""IPANALO NATIN 'TO"" YES!! IPAPANALO NATIN 'TO TAY😭❤  #PasigLaban #LetLeniKikoLead2022 #LetLeniLead2022 #KulayRosaAngBukas  https://t.co/UzWpFyKPRL",a
🎀🌷🎀  Lowkey throwing violence at my Facebook friends/BBM supporters. All this time they thought I am part of their clan.  #LetLeniLead2022 #LetLeniKikoLead2022  https://t.co/PGIuOdRL7g,d
#LetLeniLead2022    A night to remember💖💖  https://t.co/yVxIG26GSU,a
leni @ quirino grandstand cutie🥺 #RosasAngKulayNgBukas #LetLeniLead2022,d
BS DEV COM FOR LENI🌷 #KayLeniNaTayo  #LetLeniLead2022  #AngatBuhayLahat  #Kakampink  #RosasAngKulayNgBukas  #LeniRobredoForPresident,d
"Ay meron pa pla syang sinabi,  “Ang galing, kahit andaming tao di ako kinakabahan na mawawalan ako, ang babait nyo, iba yung pakiramdam na ganito tayo” 🥺    #kwentongkakampink #PasigLaban #IpanloNa10To #LetLeniLead2022 #PasigIsPink",a
MINYDAY NI ARIANA UNG RALLY NI LENI😭😭  #LetLeniLead2022 #PasigIsPink  https://t.co/OKnnXcCugf,a
Ang pinaglalaban po natin dito: “Yung kinabukasan ng mga anak at magiging anak ninyo.”   #LetLeniLead2022  #KulayRosasAngBukas  #SaGobyenongTapatAngatBuhayLahat,a
"Sinong hindi nakapasok dahil late nakauwi at pagoda Huehue. Pero okay lang, worth it ang pagod, ang pananakit ng binti’t hita at ang puyat. 🌸 #LetLeniLead2022  https://t.co/PhHUcGfYTd",a
I have crafted an Ariana Grande Fortnite combo to celebrate this moment. Truly Magical. 🌸🌸🌸  #KulayRosasAngBukas #PasigIsPINK #FortniteChapter3 #LetLeniLead2022 #PasigLaban #PasigLabanParaSaTRoPa  https://t.co/02BhB7JLWK,a
goosebumps talaga sa mga posts na mga nakikita ko about kahapon 🥲 #LetLeniLead2022,a
"Daming bbm supporters pumunta sa rally sa pasig kahapon, sana nag enjoy kayo. Opo welcome po kayo dito, kasi alam po naming boring rally niyo. At sana nakita niyo kung ano ang tunay na unity. Sa susunod na rally ulit.😉💕 #LetLeniLead2022 #7KikoPangilinanVicePresident",d
@discordluvr angat buhay lahat so tama #LetLeniLead2022,a
@MadamHiddles I want to live in this kind of world.. this is my hope. #LetLeniLead2022,a
"After #Pasig, it would be good for the #LeniKiKo team to remind people that they are FOR the masses.  While the turnout was great, the optics of #Pasig was off.  Now they are talking #Makati — seriously? Work the provinces — where the votes are.  #LetLeniLead2022 #LeniKiko2022",a
aaaahhhh i love you so much ariana and bretman!!! 💗💗💗 #LetLeniLead2022,d
waaaah yung story ni Ariana 😭😭😭💖💖💖💖💖💖💖 #KulayRosasAngBukas #LeniWanagSaDilim #BreakFree #LetLeniLead2022,d
Please bakit may mga ganitong tao? 🥺 Thank you pa din for leading the chant kahit BBM ka. #PasigLaban #LetLeniLead2022 #KulayRosasAngBukas  https://t.co/rWewp3EKIl,a
Masasakit ang likod and tuhod on a Monday for Leni #LetLeniLead2022 #PasigIsPink,a
finally some 7/11 iced coffee and yes #LetLeniLead2022  https://t.co/kJEssDvt6P,d
This is what unity really looks like. #LetLeniLead2022,a
HOY OMG NOW KO LANG NAKITA IG STORY NI ARIANA AT BRETMAN 😭😭😭 💗💗💗💗 #LetLeniLead2022,d
"Umattend ng rally kagabi para manira!? Desperate move yern kuya?   Check nio profile nya, ACTOR/MODEL daw sya sa ABS-CBN. Kilala nyo ba sya? The who?  #PasigLaban  #PasigIsPink  #LeniKiko2022  #LetLeniLead2022  https://t.co/Kk36dCLIMc",d
Nakakaluha si ate... She's a real fighter 💓💓💓 #LetLeniLead2022,a
grabe yung feed ko 😭💖 #KulayRosasAngBukas #LetLeniLead2022,a
Kaya malabo talagang matalo si VP. #LETLENILEAD2022 #KulayRosasAngBukas #PasigIsPink #PasigLaban #PasigLabanParaSaTRoPa #LeniKiko2022,a
yung nageexpect ka ng bagong survey pero IG stories ni Ariana ung lumabas. waaaah sarap maging kakampink #LetLeniLead2022,a
PAOS PERO HINDI BAYARAN!   #LetLeniLead2022,d
let woman do it!  #LetLeniLead2022,a
Grateful to be part of this. We stand for the right leader with proven track record not because of surname. #kakampinks #PasigLaban #PasigIsPink #LetLeniLead2022 #LeniKiko2022  https://t.co/JhaC99yhwq,a
Para sa “Mga Manifesting For The One For Leni” ✨💫💖  #LetLeniLead2022  #LeniKiko2022  #PasigIsPink  #PasigLaban  https://t.co/yiwCenxDyG,a
"friends - celebrate with me, i just got a text this morning that a very close friend just converted to become a #kakampink! we got 1 more vote! yes!!! the reason - “kailangan matalo si Marcos”. YES! it’s 1 conversion, it’s huge!  #BBMForPresident  #kakampinks #LetLeniLead2022  https://t.co/RMEYMoCCcY",a
May the Archons guide us! #PasigLaban  #LetLeniLead2022 #GenshinImpactforLeni #KulayRosasAngBukas  https://t.co/1rotcmIuCJ,d
IYAKIN 4 LENI 😭😭😭😭😭😭😭 #LeniKiko2022 #LetLeniLead2022 #GobyernongTapatAngatBuhayLahat #KulayRosasAngBukas 🌷🌷🌷🌷,d
PURRR 💅 MY PRESIDENT! 💗🌸  #LetLeniLead2022,a
@lenirobredo @DONATORSPH 💗💗💗  #LetLeniLead2022  #LeniKikoTeam2022,d
Waving Sibuyas 😭😭😭😭😭  #PasigIsPink #LetLeniLead2022,d
how i wish to be a part of this huhu💖 #LetLeniLead2022 lezzgoooooo,d
"I remeber my ex telling me na dilawan ako kasi i followed madam Leni during the pandemic. Pucha down na down ako. Pero ngayon? Putang ina mo, PINK ANG KULAY! HINDI DILAW SHUNGA! UNBLOCK MO AKO PARA MIKITA MO TONG TWEET KO!  #LeniKiko2022  #LetLeniLead2022",a
o kaya naman good governance for six years ahahaa kayo na po bahala @lenirobredo  #LeniKiko2022 #LetLeniLead2022  #LeniWanagSaDilim #LeniKikoAllTheWay pls po,a
