tweet,polarity
@heavenlysponge Pang elem pero di makaatend kasi di kayang sagutin. Pati sa SMNI na advance na ata ang questions di pa rin masagot ng maayos haahaha  #MarcosNumber1Sinungaling  #MarcosDuwag  #MarcosMagnanakaw,negative
"@dogeholder2001 @khaz_u Correction, united in pointing out the facts about BBM 😂😘 ni BBM 😂 #Fact #BobongMarcos #MarcosMagnanakaw #MarcosTaxEvader #MarcosSinungaling #MarcosNoCollegeDegree",negative
pavictim ampta maglaba resibo,negative
yohoooo halatang kargado sulat,negative
@JoyceMa21045085 may utang po sa tax ang marcos 203 billion habang tayong mga ofw voters bayad ng bayad ng buwis... tapos iboboto pa natin ito ung pinaghihirapan natin ay mapupunta lang sa mga corrupt at trapo na politiko? isip isip Pilipinas! #marcosmagn,negative
Used a poem without the author's permission #MarcosMagnanakaw  #Magnanakaw,negative
uh oh… duwag talaga ‘to. #MarcosDuwag,negative
"@MifloresJade When she said ""tuparin ang pangarap ng nanay niya"", I remember who the real puppet is. Si Imelda at Imee ang nasa loob ng BBM puppet. From Kingmaker to Puppetmaker real quick. #NeverAgain  #NeverForget #MarcosMagnanakaw  #NoToMarcosDuterte20",negative
@jsllpnglnn @lawyersforleni O mag pa labas na naman ng fake survey si #MarcosMagnanakaw  sa False Asia Surepay,negative
KAWATAN  #MarcosDuwag  #MarcosMagnanakaw  #MarcosNumber1Sinungaling,negative
foreshadow what nanalo parti parti taumbayan nakakadiri masa chore deal mass aasahan diyan fanat,negative
"@watchmezeyzey maka puna itong mga bobotards at dutertards parang pumunta si alamano at sararat sa debate, e #BBMduwag at #saraduwag nman..  bkit kaya wala si bruxism? makulog ang lusi?",negative
ndi q talaga maiintindihan kung bkit may isang BUANG na kakampwet na nambaklas at nangwasak ng tarp ni BBM ah kasi nga BUANg eh #BBMSARA2022 #Uniteam,negative
@DreamStacker @ArianaToday @kakamPINK Just accept the fact that our hunger for real change is more powerful than you ENABLERS OF THE OPPRESSORS #NoToBBM,negative
Just out of curiosity: Why is it that #BBM supporters aka trolls are willing to answer with superficial rebuttals (scripted?) with us #kakampinks post about #LeniKiko but #BBMSara does not want to attend a debate? Are they that shallow? Afraid? Guilty?  Buti pa #lugaw may itlog,negative
@inquirerdotnet manang-mana sa idol niya. hindi papatol kasi totoo naman. para lang yan yung hindi pag-attend ng debates. mahirap kasi i-deny nang paulit-ulit ang katotohanan. #marcosDUWAG #tonibayad,negative
dame paninira naikukulong toxic kakampink,negative
"Palubog na ang kampanya ni BBM. Matamlay ang mga dumadalo sa rally. Ang iba ay bayad lang ang habol. Napasinungalingan na ang Tallano gold. Nakilala na si BBM bilang duwag, mahina, at tax evader. Walang wala sya sa tatay nya.  #BBMLoser  #BBMDuwag  #BBMForPresident",negative
origin clout chaser,negative
fake fcking delusion coward,negative
cinompar sandro nailaba kayong resibo accomplish tatay bbm sagot kabobohan,negative
iloco mahirap though marcos decad hear direct peopl live iloco iloco kamusta mahirap buhay iloco,negative
"""BULAG ANG AMING PANINIWALA""  Kinulang sa rehearsal pero sumakto sa sitwasyon ng mga baliw na panatiko ng mga magnanakaw #MarcosMagnanakaw #NoToMarcosDuterte2022 🥱🥱🥱",negative
Kala ko ba TIGRE ng NORTE??? #BBMduwag  https://t.co/7NJ2vjZQdo,negative
@GelSantosRelos It’s the Thieving Family’s last shot to totally revise history. But no. #NeverFvckingAgain #MARCOSMAGNANAKAW,negative
4. ure running out of arguments so fast 🤣 reminder cguro na di mo pa nabanggit $26B utang ng pilipinas dahil sa pamilya niya at yung tax evasion case (among others) 🫣   #MarcosDuwag #MarcosSinungaling #MarcosMagnanakaw,negative
nagtataka baliktad mundo todo advis bbm support act straight dedma watch proclam ralli take note,negative
"Oh my god.. Ginamit ng mga BBM Trolls ang Roblox para I-promote si BBM-Sara. Roblox is not totally the Place for Political Activities. Don't totally do it, especially if you're not BBM-Sara Supporter or a Kakampink and doing this on roblox.  #MarcosDuwag   https://t.co/Bz9Eda271c",negative
weak tatay dig,negative
@inquirerdotnet Hindi po masosolve ng UNITY lang ang pandemic. Wag kasi puro absent lang. #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳,negative
I do research jusko please explain niyo sa akin in tagalog words kasi ang alam ko lang jan ay LIE &amp; CHEAT #MarcosMagnanakaw  #MarcosNumber1Sinungaling  https://t.co/m3yHBIz1sp,negative
maayo leader maayo bunga gobiernong tapat angat buhay magnanakaw bulok mismong pinuno bulok asa,negative
thesi thesi defens makapasa iboboto nagpepek diploma,negative
"Ang dami nilang pera sa nakaw na yaman, bakit hindi nila napaayos ang ngipin ng anak nila? Just shows wala silang paki, the same way they won't care for the country. Ever.  Just saying.  #MarcosMagnanakaw  #MarcosTaxEvader  #HeartthrobDaw😂  https://t.co/Rhd4CkHUg6",negative
iboto duwag problema bansa dadagdag,negative
mangangampanya maninira,negative
*Me presenting facts from legit sources* See how a typical BBM fanatic argues🥴 #LetLeniLead #NotoBBM  https://t.co/jI0iMn4PKD,negative
"sinetech itey busy daw pero nagluluto lng pala, nahiya naman yung aspirant na mahina signal pero dumalo parin🤭.  #MarcosDuwag",negative
mamatay ingeeeeeeeeeetttttttt,negative
E SA TOTOO NAMAN SYANG MAGNANAKAW! TAPOS GUSTO PA MAGING PRESIDENTE! BBM: BUWIS BAYARAN MO! #MarcosMagnanakaw #MarcosDuwag #MarcosSinungaling  #NoToMarcosDuterte2022 #NoToDuterteMarcos2022  #neveragain #neverforget,negative
Sa ibang rally ang daming bakanteng monobloc. Sa mga pink rallys walang monobloc because the people are again standing up against Marcos. #Kakampink #NeverAgain #MarcosDuwag,negative
philippin flag jud pinaka banner gina wagayway ani wa kuyapi proud pilipinong kawatan,negative
taenang bbm support kabobohan harapharapang ginagago nagpapauto shuutaena sarap ipasok bunganga ime,negative
tanga aminado tiktok sourc,negative
"@BoxofGrapeJuice @akosizonrox Ayun naman pala eh, pati dapat achievement magkahiwalay din, so zero talaga si Bleng bong Alamano. #NeverAgain #BringBackMarcos #ItodoMoTondo",negative
galawan kakampink nacallout sasabihin fake news galawan lokohan,negative
tax evad pretend sinung bone,negative
kulilat ulol nagmamalaki nanalo malaka,negative
jusko ugal support yucccckkkk kadiri napakabasto,negative
bakit nyo ba iboboto ang magnanakaw at butangera? yes I'm talking to you all (family) 😂 PS taga leyte kami 😂 #MarcosDuwag #saraduwag,negative
@PBBM_VPSD Try harder! Palibhasa hindi na kayo nakatira sa Pilipinas kaya WALA kayong alam! #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #MarcosDuwagTalaga #DuterteCorrupt,negative
mukha salot matuto kababayan palilinlang nagmamalini mapagkunwari,negative
"gusto lang man jud nako ba, better Philippines para sa future generation 🥺 mao jud ni pinaka dako na reason why I'm pursuing a law degree, isn't that too much to ask for??   Please no to #MarcosMagnanakaw",negative
issue pala si Julia sa mga apologist kasi magnanakaw daw ng jowa eh wala kayo kay imee magnanakaw ng asawa may pa kidnap effect pa   #MarcosDuwag,negative
Spoiled brat @bongbongmarcos  is here and walang sinasanto-santo!  ABUSADO = IT'S IN HIS BLOOD.  I-REPORT NA YARN! 🙄😎  #NeverAgainToMarcos #NoToBBM #MartialLaw  https://t.co/hOL0KWQ4Q6,negative
friend famili victim marcos lola suffer tita die unjust confisc land titl,negative
"@asheraird1 Proud kayo yarn? HAHAHAHA!! Owned by the most wanted person of fbi and a child sex offender the one and only so called ""Pastor"" Quiboloy 😂😂😂😂 #MarcosMagnanakaw",negative
@inquirerdotnet @NAMercadoINQ Anung due process pinagsasabi mo tanga ka? Final and executory na nga ang kaso! AYAW talagang magbayad ng mga #MarcosMagnanakaw!,negative
@cnnphilippines @gleefjalea May nagdadasal din naman kay #BBM si Satanas!,negative
Timeout muna ang banat sa mga kakampinks. Dito muna tayo sa mga kupal na BBM supporters na nagpapakalat ng FAKE NEWS.  @smninews ito lang masasabi ko sa inyo. PUTANGINA NIYO mga fake news peddlers!   #MarcosMagnanakaw  https://t.co/wiYEgI1JSm,negative
PAMPANGA is not for MARCOS-DUTERTE!! Gising cabalen! Bisa tamu masaleseng gobyernu pero nanu ing pandaptan tamu! Migising tamu keng katutwan malunus ko kekaming Youth ning siyudad tamu ampo kareng anak na mangalati isipan yuna din ing sarili yu. #NoToMarcos #NoToBBMSara #LeniKiko,negative
bastos saboy tubig bigyan action tubig itapon,negative
shame parent pagkaintindi answer ayusin educ pilipina believ stupid sad naexperi slow,negative
"@pitchy_a42 @cathzonio Haha kuntento sila sa ""alamano"" tapos pag binalik sa kanila yung tanong kasi obvious na walang alam si LBM, sasabihin nila ""open sa discussion, hindi know it all"" yung #MarcosNumber1Sinungaling #MarcosMagnanakaw #MarcosDuwag   #Dava",negative
bbm ralli traffic matic,negative
@inquirerdotnet @NAMercadoINQ Putanginang pavictim!?!?   #MarcosMagnanakaw  #MarcosDuwag  #MarcosNumber1Sinungaling,negative
"Yung pauwi na tapos sobrang ma fog tapos yung sound trip yung ""KAY LENI TAYO"" nakaka inspire tapos nagnilay nilay na ayoko talaga kay Blengbong. #MarcosDuwag  #GobyernongTapatAngatBuhayLahat  #10RobredoForPresident  https://t.co/H5zuJmk50t",negative
pbb kween absenc paghohost,negative
@oslecjunior Pano di lam kun pano sasagutin ang mga itatanong sa kanya gusto lagi nakahanda yun mga tanong para sa kanya halatang walang alam sya din naman gumagawa ng ikakabagsak nya lalo eh! #MarcosDuwag #MarcosBobo,negative
@ABSCBNNews @arraperezDZMM @ZyannAmbrosio @raffsantos @jeck_batallones @_katrinadomingo @michael_delizo Mga supporters ng #MarcosMagnanakaw???   Sorry. NO. NEVER. Binura nyo lang mga accomplishments nyo dahil sumusuporta kayo sa plunderer!,negative
adik pagmumukha nangingitim eyebag kakabatak,negative
mainggit maiingit,negative
Nakup! Nababaligtad na nga ngayon ang kasaysayan😤😤😤  #BBM    #fakenews  Bongbong Marcos: I am the victim of fake news  https://t.co/BkLHBtffVV,negative
Oh @COMELEC lets see what will happen to PH if you ALLOW CHEATING to steal #BBM votes 👊 #Comelec pagnagka gulo ang pinas makikita ang Tunay na People Power those Comelec officials and staff who will be involve will be hinding for sure 😅    https://t.co/0s5ybs5PXE,negative
@gnpdllo Yan Akala mo .. Hindi mo matanggap na wala na talo na kandidato mo 😂 delikado na 10 years Ang hatol sa kanya kapag di Niya nabayaran yung 203billion na utang Niya sa BIR.. #MarcosMagnanakaw  #MarcosDuwag  #MarcosNumber1Sinungaling   #LeniKiko2,negative
support pinaglololoko panggulo,negative
@PhilstarNews Pa-victim si BeyBiEm? Huyy hindi bagay sa yo. #MarcosMagnanakaw #NoToHistoricalRevisionism #neveragain #neverforget  https://t.co/wv9oRNo3C6,negative
todo effort bbm convict gago ground impeach basura,negative
"Now ko nawitness...dami nag prepetend na ka BBM..pero.pag nag comment ka...isegway na naman nila ang issues ng martial law abused at ill gotten wealth.  We will stay as loyalist, pamana na namin yan sa mga apos. Look at the heart of the person before you judged. #BBMIsMyPresident",negative
kaibigan mayaman mangagamit,negative
Ako lang ba nakaka notice na bawat campaign rally NG #LeniKiko e sinisiraan si #BBM duhhh how rude naman kayo hahhaha sinasabe nyong magnanakaw e maraming project na matapos e yung #Leni nyo gagawa gawa nang project hindi pa magawa ng maayos hayssttt  #BBMSARA2022  #BBMKAMI,negative
@Breyaneya Do the Marcoses know how to love in return? Anong pagkakaisa ang gusto nilang mangyari? pagkakaisa para maupo ulit sila sa kapangyarihan at gamitin ito para sa pansariling intensyon? #BBMduwag  #BBMSinungaling  #LeniforPresident2022  #KikoForVi,negative
Don't we all have that classmate in highschool who just can't 👏stop👏 lying 👏. You want them running your country?   #BBM claimed he is friends with the Beatles. Yun pa lang eh. Kabaliwan.  https://t.co/RqTpOtdtd0,negative
Marami rami na ring nasirang pagkakaibigan dahil sa papalapit na #Halalan2022  Goods pa ba kayo ng friends niyo?  #Kakampink  #BBM,negative
"@ErnMarbs @Catch2T8 Baka ginagamit o nagpapagamit lang lolo mo na kasing sinungaling ni #MarcosMagnanakaw, #MarcosDuwag at #MarcosSinungaling.  Tapos di nya alam ginagamit sya. That's how #FakeNews factories operate.  #PasigIsPink #PasigLaban #PasigLabanP",negative
nun inindorsyo cusi nagtatapang tapangan boy pangako tunay tondo,negative
mabuhay suportado tatay nagpapatay libolibo siguradong mamamatay pamumuno,negative
@KrizziaTrixie @ArianaToday basta supporter ng diktador at tax evador tanga #NoToBBM,negative
gagi bbm loyalist pamilya,negative
@myinnertime With all his red flags that popped out like daisies you're still rooting for him? Girl you better think twice #MarcosMagnanakaw,negative
@phanonymous75 I suggest to wear eyeglasses na so you can able to see the red flags possessed by your candidate as well #MarcosDuwag  #MarcosMagnanakaw,negative
"LBMers hitting #kakampinks about being elitista, eating in plush places like Starbucks &amp; Wildflour? Ano ba talaga? NPA ba o elitista?  Let's cut the crap. You LBMers are supporting someone who is THE super elitista. (Photo from ""The Kingmaker"") #NoToMarcosDuterte2022 #MarcosDuwag  https://t.co/oDX2raa7pY",negative
"@cnnphilippines This strategy will backfire on you, Marcos. You are going down! Leni will win!  #MarcosMagnanakaw  #MarcosSinungaling  #MarcosDuwag  #MarcosKriminal",negative
"@ohohvin_ Iyak kana lang. magpopost na lang ng pic, yun halata pang madaming space. #MarcosDuwag",negative
"Need ng covid as an excuse for hearing? Boom, covid positive result the next day.  Need ng sugat as an excuse for rejecting handshakes? Boom! May sugat the NEXT DAY!  Ang convenient ng sakit nya no? Nauuna diagnosis bago yung sakit.  #BBMNumber1Sinungaling #BBMduwag",negative
everytim absent bbm confer fandom alway flock leni,negative
Philippines will never be in good hands under the Marcos' #MartialLaw  #Leaves  #NoToMarcosDuterte2022  #BringBackMarcos,negative
"@IvanSaldajeno Saka, no athlete dared to risk everything to support #MarcosDuwag (unless you are UST's Carlos Fenequito). Goodbye career yun.",negative
"Novaliches Bishop Emeritus #TedBacani on #ElShaddai founder &amp; servant leader #MikeVelarde’s endorsement of the late Dictator’s son @MarcosMagnanakaw:   ‘Maling-mali’  Ang endorsement ni Bro. Mike kay #BongbongMarcos, sa aking pananaw, ay maling-mali.  #ArawNgRosas  #LeniKiko2022  https://t.co/rg2xLITeAq",negative
"@daphine36 @KimIndar @lenirobredo Under litigation pa ung estate ni PFEM. Wala pang finality from the SC. Sa imagination ni carpio yang 230B+ na tax assessment ni carpio. Buti ikaw alam mo pa kesa sa mga Marcos yang estate tax na yan. Kasawa kayo, paulit",negative
SINUNGALING!!! #MarcosMagnanakaw #MarcosDuwag #MarcosSinungaling  #NoToMarcosDuterte2022 #NoToDuterteMarcos2022  #neveragain #neverforget,negative
iiyak bandang huli duh,negative
tuloy dismiss disqualif case file bongbong,negative
bbm defend countryamp peopl defend time watchingamp know platform solv economicamp covid least send,negative
@vannjhoe @marpergreys @eboymnl @lenirobredo Wala akong bayad vaccla. Para sa bayan. Taga bara ng mga bulag sa katotohanan. #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳,negative
carranza nakabawi usd ninakaw kaban bayan nagalit imelda dinemanda kasong libel natalo,negative
balik bayan pandaraya robredo totoong magnanakaw,negative
tawang plastic,negative
kampanya iniidolo artista nagbago sumupurta leni natuto manira nakaka lungkot kailanga manira maiangat,negative
nakakahiya pina pres convict law breaker nanay convict plunder laya tatay pinatalsik pinoy korapsyon isip isip hangal,negative
"May nag tetext na humihingi ng tulong para sa kandidato nila. Sagot ko: ""sa kandidato na walang bahid ng anumang korapsyon kami"".🎀🇵🇭✊ #LeniKikoAllTheWay solid #TropangAngat   Reject 🐊🤮👎 #MarcosMagnanakaw #marcoskurakot #marcoslagingabsent  https://t.co/fsvsShBJDn",negative
"Imelda Marcos is toxic positivity personified; can’t say i’m surprised by the entitlement in this film,,,but just imagine someone running for president—raised by someone like this 🙂🙃  (clip from IMELDA. A film by Ramona S. Diaz) #MarcosMagnanakaw  https://t.co/35xmoE00Xe",negative
